firm_id,firm_name,city,county,state,practice_areas,year_founded,estimated_attorney_count,phone,website,verified_source,firm_type,status
OH-000550,Peterson Partners,Akron,Summit,OH,DUI Defense; Insurance Law,1979,83,(614) 625-7999,https://sv3r5.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000551,"Lopez, Ortiz & Parker",Westlake,Cuyahoga,OH,Real Estate; Nonprofit Law; Environmental Law; Family Law,1999,88,(513) 628-7260,https://l9qnk7ay53.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000552,Moore & Brown Attorneys,Warren,Trumbull,OH,Compliance,2009,30,(380) 938-9252,https://tawd1u5ny.legal,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000553,Hernandez Legal,Xenia,Greene,OH,Employment Law; Trusts; Tax Law,2021,190,(440) 927-5673,https://hrma5w.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000554,Peterson Attorneys,Chillicothe,Ross,OH,Litigation; Custody; Family Law,2008,139,(380) 921-6568,https://3vbdnpt9h.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000555,Cooper Counsel,Akron,Summit,OH,Real Estate; Contract Law; Patent Law; Intellectual Property,2009,68,(330) 554-7503,https://ips79tv3cz.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000556,"Graves, Shaffer & Sutton",Akron,Summit,OH,Corporate Law; Family Law,1974,112,(330) 916-4496,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000557,Brown Attorneys,Dayton,Montgomery,OH,Healthcare Law; Debt Relief; Probate; Litigation,1997,202,(380) 441-3340,https://s7rip6.attorney,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000558,Campbell & Peterson Law Group,Worthington,Franklin,OH,Commercial Law; Bankruptcy; Insurance Law; Trial Law,1965,134,(937) 466-1127,https://b80l5jxsnd.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000559,"Campbell, Johnson & Miller",Lima,Allen,OH,Business Formation; Civil Litigation; Commercial Law,1994,94,(330) 625-5737,https://w7ukl.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000560,"Bennett, King & Torres",Columbus,Franklin,OH,Immigration Law; Employment Law; Corporate Law,1983,133,(330) 946-4398,https://4vwcs.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000561,Edwards & Mathis PLLC,Lima,Allen,OH,Government Relations; Securities Law,1979,158,(614) 468-3011,https://wvp83r57f.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000562,"Ortiz, Valdez & Jackson",Tiffin,Seneca,OH,Construction Law; Property Law; Debt Relief,2016,214,(567) 269-1394,https://udxlqf27a3.legal,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000563,Hernandez & Hall Associates,New Philadelphia,Tuscarawas,OH,Bankruptcy; Patent Law,2012,222,(614) 335-7785,https://1l8u2.law,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000564,Phillips & Johnson Attorneys,Portsmouth,Scioto,OH,Visa Matters,2010,31,(440) 702-8925,https://9sntz28zm.lawyers,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000565,Edwards Legal Group,Mansfield,Richland,OH,Litigation; Debt Relief,1967,119,(513) 405-9898,https://3ognw.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000566,Murphy & Scott LLP,Bowling Green,Wood,OH,Probate; Civil Litigation,2011,203,(567) 500-9401,https://uv2r2.lawyers,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000567,Rice Legal,Bowling Green,Wood,OH,Custody; Compliance; Medical Malpractice,1994,241,(614) 944-3044,https://x72kcp2r3v.lawyers,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000568,Morris & Rodriguez Legal Services,Chillicothe,Ross,OH,Energy Law; Custody; Real Estate; Employment Law,1996,45,(419) 433-4023,https://rldcu.attorney,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000569,"Peterson, Jackson & Peterson",Newark,Licking,OH,Medical Malpractice; Estate Planning,1983,223,(330) 957-5823,https://3a3nrkn.attorney,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000570,"Murphy, Martinez & Thomas",Westlake,Cuyahoga,OH,Tax Law,1968,37,(937) 411-4802,https://6dpzh.lawyers,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000571,Wright & Clark LLC,Massillon,Stark,OH,DUI Defense,1979,237,(380) 552-3535,https://3cvy54zwig.attorney,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000572,Gonzalez Associates,Massillon,Stark,OH,Tax Law; HR Compliance,1963,193,(614) 279-1310,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000573,"Edwards, Wilkinson & Peterson",Portsmouth,Scioto,OH,Litigation; Trial Law; Contract Law; Workers Compensation,2005,70,(740) 711-7281,https://mgd7iwzl.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000574,Howell & Hernandez Legal Services,Xenia,Greene,OH,Litigation; Education Law,2014,58,(740) 633-9444,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000575,Anderson & Davis Counsel,Tiffin,Seneca,OH,Divorce; Employment Law; DUI Defense; Intellectual Property,1996,99,(513) 798-6849,https://0caggbvn0.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000576,Peterson Counsel,New Philadelphia,Tuscarawas,OH,Visa Matters,1993,240,(567) 898-5853,https://n29flxp.attorney,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000577,Parker & Sutton Law Group,Elyria,Lorain,OH,Traffic Law; Bankruptcy; Patent Law; Visa Matters,1993,207,(614) 305-8130,,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000578,Scott Counsel,Columbus,Franklin,OH,Probate; Property Law; Patent Law,2023,68,(440) 441-3998,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000579,Moore Partners,Delaware,Delaware,OH,Criminal Law; Real Estate; Divorce,1982,118,(614) 251-2491,https://18068.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000580,"Young, Martinez & Clark",Zanesville,Muskingum,OH,Commercial Law,1993,198,(740) 874-9462,https://jq6s3q.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000581,"Rice, Rogers & Moore",Trotwood,Montgomery,OH,Property Law; Personal Injury,1975,219,(216) 837-2017,https://mgdr6.attorney,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000582,Lopez Law Group,Westlake,Cuyahoga,OH,Intellectual Property; DUI Defense,1988,11,(419) 506-6954,https://exow22zws.law,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000583,"Reyes, Taylor & Wilson",Middletown,Butler,OH,Environmental Law; Commercial Law; Education Law,1976,243,(380) 782-5541,https://bs9qo7.attorney,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000584,Wright Legal,Kettering,Montgomery,OH,DUI Defense; Securities Law; Product Liability; Contract Law,2000,173,(614) 645-4991,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000585,Medina Attorneys,New Philadelphia,Tuscarawas,OH,Energy Law; Product Liability; Construction Law; Contract Law,1997,172,(330) 307-3506,https://bgnrabf.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000586,Lopez & Lopez Law Group,Middletown,Butler,OH,White Collar Crime; Workers Compensation,1987,87,(440) 543-4752,https://tph38gqol.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000587,Taylor & Young Law Firm,Zanesville,Muskingum,OH,Debt Relief; Business Formation; Litigation,2015,44,(513) 302-6030,https://1q5kej.legal,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000588,Edwards & Gutierrez Law Firm,Youngstown,Mahoning,OH,Property Law; Patent Law,2020,30,(937) 808-8467,https://wzs2473mmu.attorney,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000589,Ortiz Counsel,Toledo,Lucas,OH,Environmental Law; Criminal Law; Traffic Law; Trusts,1981,2,(330) 760-7851,https://cg0wopg8jb.attorney,Ohio State Bar Public Directory,Small Firm (2-10),ACTIVE
OH-000590,Cooper Law Group,Elyria,Lorain,OH,Construction Law,2014,62,(614) 761-1249,https://4o5xsdtqu.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000591,Jones & Collins LLC,Newark,Licking,OH,Construction Law; Family Law,1980,134,(937) 368-1132,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000592,"Parker, Young & Smith",Trotwood,Montgomery,OH,Debt Relief; Contract Law; Criminal Law; Business Formation,2021,79,(513) 203-6383,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000593,Graves Law Group,Worthington,Franklin,OH,Compliance,2010,83,(614) 464-1260,https://wjsgseiz.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000594,"Morgan, Howell & Lopez",Ashland,Ashland,OH,Trial Law,1966,145,(567) 796-3243,https://j19n3.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000595,Wright Attorneys,Middletown,Butler,OH,Bankruptcy; Government Relations; Divorce; Probate,1962,3,(614) 499-2201,https://5wz4a0r.law,Ohio State Bar Public Directory,Small Firm (2-10),ACTIVE
OH-000596,Davis PLLC,Tiffin,Seneca,OH,Healthcare Law; Medical Malpractice; Construction Law,2018,102,(419) 710-5979,https://yg445w6pp0.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000597,Bowman & Mathis Law Group,Mount Vernon,Knox,OH,Product Liability; Education Law,2018,128,(330) 579-9989,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000598,Jones & Peterson Legal Services,Kettering,Montgomery,OH,Workers Compensation; Civil Litigation,2001,73,(614) 993-9847,https://vzr7kna.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000599,Harris Law Group,Medina,Medina,OH,Patent Law; Healthcare Law; HR Compliance,1960,192,(216) 956-9257,https://yxknx67.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000600,Rodriguez Counsel,Youngstown,Mahoning,OH,Energy Law,2007,157,(513) 619-3633,https://lb9x77mdk7.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000601,Gutierrez & Wright Attorneys,Medina,Medina,OH,Probate; Construction Law; Employment Law,2009,96,(567) 334-5552,https://wa8yov7.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000602,Howell Counsel,Tiffin,Seneca,OH,Medical Malpractice,2021,163,(419) 523-6903,https://xbg0j9dk4.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000603,"Mathis, Rice & King",Gallipolis,Gallia,OH,Probate; Healthcare Law; Intellectual Property; HR Compliance,2010,104,(614) 957-8620,https://3m3g3ed.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000604,Bowman LLC,Portsmouth,Scioto,OH,Medical Malpractice; Real Estate; Workers Compensation; Product Liability,2004,78,(567) 286-7848,https://89rbx6jr6y.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000605,Moore Legal,Newark,Licking,OH,Visa Matters; Personal Injury; Securities Law; Intellectual Property,2013,199,(937) 216-1869,https://8ckxxx9xc7.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000606,Johnson & White Attorneys,Hamilton,Butler,OH,Commercial Law; Family Law; Criminal Law,2023,92,(440) 934-5235,https://qf14j.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000607,"Bowman, Sutton & Graves",Mansfield,Richland,OH,Medical Malpractice; Civil Litigation,2023,23,(740) 847-3097,,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000608,Gutierrez & Thomas Legal Group,Tiffin,Seneca,OH,Divorce; Insurance Law,2022,239,(614) 941-8700,https://y84td3bf3z.law,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000609,Garcia Legal Group,Middletown,Butler,OH,Contract Law; Probate; Compliance,1976,129,(380) 933-3502,https://0krxfr.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000610,"Peterson, Wright & Garcia",Tiffin,Seneca,OH,Probate; Litigation; Criminal Law; Nonprofit Law,1990,207,(937) 778-8149,https://mg2hc.attorney,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000611,"Moore, Garcia & Phillips",Youngstown,Mahoning,OH,Contract Law; Employment Law,2007,152,(614) 693-3331,https://13g98ip37.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000612,"Peterson, Torres & Lewis",Mansfield,Richland,OH,Trial Law; Tax Law,1966,99,(513) 565-1961,https://1n6yen8.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000613,Reyes LLP,Xenia,Greene,OH,Business Formation,1997,7,(216) 517-9621,https://s101q2ooe.attorney,Ohio State Bar Public Directory,Small Firm (2-10),ACTIVE
OH-000614,"Lopez, Brown & Howell",Springfield,Clark,OH,Litigation; Product Liability; Intellectual Property,1976,6,(567) 550-9436,,Ohio State Bar Public Directory,Small Firm (2-10),ACTIVE
OH-000615,"Wilson, Jones & Shaffer",Hamilton,Butler,OH,Commercial Law; Nonprofit Law; Debt Relief; Visa Matters,2005,60,(614) 291-4281,https://fl81mcxg.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000616,Martin LLP,Xenia,Greene,OH,Patent Law; Probate; Securities Law,2005,118,(937) 932-6047,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000617,"Taylor, Barnes & Murphy",Kettering,Montgomery,OH,Probate; Environmental Law; Property Law,1976,177,(937) 607-8414,https://4b3rne2.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000618,Peterson & Lewis Partners,Blendon,Franklin,OH,Commercial Law; Visa Matters,1990,140,(614) 774-7648,https://o93rt.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000619,Peterson & Lewis Associates,Elyria,Lorain,OH,Estate Planning; Business Formation; Energy Law; Criminal Law,1967,177,(330) 426-9061,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000620,Peterson Counsel,Springfield,Clark,OH,Healthcare Law; Government Relations,1971,25,(567) 834-1586,https://shf62xz2rt.lawyers,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000621,Jackson LLC,Newark,Licking,OH,Environmental Law; Tax Law; Administrative Law,1976,34,(937) 717-8076,https://z8s6dukt.law,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000622,Williams LLP,Springfield,Clark,OH,Family Law; Civil Litigation; Custody,1960,171,(513) 733-5773,https://d77zecx2a6.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000623,"Hernandez, Miller & Bowman",Findlay,Hancock,OH,Business Formation; White Collar Crime; Commercial Law; Compliance,2017,110,(937) 818-4071,https://8xeoq.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000624,"Johnson, Gonzalez & Martin",Mansfield,Richland,OH,HR Compliance; Traffic Law,1993,199,(419) 894-1887,https://l138gtx.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000625,Brown Attorneys,Marion,Marion,OH,Corporate Law,1977,103,(419) 650-9611,https://536hiay.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000626,Mathis Law Group,Massillon,Stark,OH,Patent Law; Litigation; Workers Compensation; Probate,1980,185,(380) 816-8103,https://q6d67fw.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000627,Wilson & Sutton LLP,Xenia,Greene,OH,Administrative Law; Divorce; Real Estate,2012,195,(567) 766-4912,https://4taxw.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000628,Anderson Legal Group,Gallipolis,Gallia,OH,Securities Law; Visa Matters; Tax Law,1964,45,(614) 514-6662,https://pxic4sngt.law,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000629,Collins & Jones Attorneys,Gallipolis,Gallia,OH,Property Law; Patent Law,1963,158,(380) 316-3515,https://q2p7v6.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000630,Davis Law Firm,Marietta,Washington,OH,Tax Law; DUI Defense,1975,146,(567) 906-7333,https://jc90k.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000631,Stewart & Howell Legal Services,Dayton,Montgomery,OH,Nonprofit Law; Criminal Law; Probate,2006,149,(380) 725-3568,https://9v2hbzw8.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000632,Morgan & Barnes Legal Services,Tiffin,Seneca,OH,Administrative Law; Real Estate,1976,201,(614) 561-4140,https://dfgd2.legal,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000633,"Miller, Jackson & Walker",Wooster,Wayne,OH,Commercial Law; Personal Injury,2018,112,(440) 285-3563,https://l3jm48i8.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000634,"Barnes, Valdez & Sutton",New Philadelphia,Tuscarawas,OH,Bankruptcy; Patent Law; Medical Malpractice; Tax Law,2015,56,(740) 602-9335,https://5kcxabzp.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000635,Lopez Legal Group,Elyria,Lorain,OH,Contract Law; Compliance; Education Law; Product Liability,1974,197,(937) 960-2428,https://79smwxrv9.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000636,Cooper & Rice PLLC,Ashland,Ashland,OH,Environmental Law; Criminal Law; Patent Law; Contract Law,2001,131,(440) 982-4613,https://qi57x46j3.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000637,Torres Partners,Youngstown,Mahoning,OH,Debt Relief; Business Formation; Environmental Law; Family Law,1977,67,(330) 878-8841,https://3w2mfxqub.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000638,"Martinez, Morris & Lopez",Warren,Trumbull,OH,Government Relations,2023,228,(614) 491-5669,https://mvorjnb0.legal,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000639,Clark & Gonzalez Legal Services,Gallipolis,Gallia,OH,Family Law,2018,50,(380) 987-6463,https://xc12rlfhdr.attorney,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000640,Hernandez Legal Services,Elyria,Lorain,OH,Intellectual Property; Immigration Law; Probate; HR Compliance,2001,108,(937) 804-1080,https://t1c4wv5.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000641,Ortiz & Lindsey Law Firm,Youngstown,Mahoning,OH,Insurance Law; Administrative Law; White Collar Crime,2001,59,(380) 350-2530,https://ajnkm.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000642,"Jackson, Peterson & Johnson",Athens,Athens,OH,Property Law; Civil Litigation; Product Liability,1987,196,(330) 859-5726,https://6d4941qnw.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000643,Gutierrez Associates,Akron,Summit,OH,Government Relations; Nonprofit Law; Criminal Law; DUI Defense,2012,155,(330) 659-5388,https://zamaglwr.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000644,Williams PLLC,Akron,Summit,OH,Debt Relief; Environmental Law; Medical Malpractice; Criminal Law,2004,91,(330) 302-2737,https://w08a33w6v.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000645,Medina Attorneys,Euclid,Cuyahoga,OH,Medical Malpractice; Construction Law; Debt Relief; Insurance Law,2006,14,(937) 882-9892,https://51v82n.law,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000646,Wilson LLP,Lima,Allen,OH,Trial Law,1978,28,(330) 515-3398,,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000647,Valdez & Hall Partners,Canton,Stark,OH,Environmental Law,1975,2,(937) 806-6931,https://xxydippv8c.attorney,Ohio State Bar Public Directory,Small Firm (2-10),ACTIVE
OH-000648,Hall Counsel,Hamilton,Butler,OH,Securities Law; Education Law; Visa Matters,2009,54,(567) 760-7755,https://kcyqvc.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000649,Rice LLC,Tiffin,Seneca,OH,White Collar Crime; Tax Law,1976,38,(567) 790-5687,https://4gzs7g.legal,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000650,Rice Associates,Parma,Cuyahoga,OH,Compliance; Nonprofit Law; Trial Law,1970,77,(440) 299-2266,https://4a5z02qqh.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000651,Harris PLLC,Springfield,Clark,OH,Government Relations; Employment Law; DUI Defense; Education Law,2023,190,(513) 950-4557,https://g6pilkg.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000652,Collins & Stewart LLC,Kettering,Montgomery,OH,Nonprofit Law,2018,250,(740) 741-5438,https://jvkx2aod.legal,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000653,Rodriguez & Medina Legal,Elyria,Lorain,OH,Compliance; Trusts,2016,189,(513) 993-7353,https://sm9vsek.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000654,"Davis, Valdez & Collins",Mansfield,Richland,OH,Litigation; Insurance Law,1974,30,(614) 994-5999,https://t7ycl.lawyers,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000655,Peterson Counsel,Worthington,Franklin,OH,Commercial Law,2016,130,(419) 271-1606,https://q6vhd8px.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000656,Edwards Counsel,Dayton,Montgomery,OH,DUI Defense; Medical Malpractice; Employment Law,2000,176,(614) 319-2826,https://6zzock3.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000657,Wilson Legal Group,Xenia,Greene,OH,Custody; Construction Law,2009,25,(330) 570-8260,https://xpg7328.lawyers,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000658,Mathis & Wilson Law Group,Dayton,Montgomery,OH,Bankruptcy,2016,71,(216) 908-3898,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000659,Taylor & Smith LLP,Delaware,Delaware,OH,Securities Law; Education Law; HR Compliance,1992,146,(740) 354-6308,https://4cbmj0go4t.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000660,Peterson & Martin Law Firm,Chillicothe,Ross,OH,Tax Law; HR Compliance; Estate Planning; Civil Litigation,2000,229,(216) 734-6031,https://l5igi.law,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000661,"Wilson, Thomas & Bennett",New Philadelphia,Tuscarawas,OH,Product Liability,1998,100,(419) 690-1301,https://dhzpn.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000662,Wilkinson Partners,Sandusky,Erie,OH,Corporate Law; Estate Planning; Traffic Law,2023,6,(330) 553-3534,https://ehxbcdd786.lawyers,Ohio State Bar Public Directory,Small Firm (2-10),ACTIVE
OH-000663,Clark & Reyes LLC,Cleveland,Cuyahoga,OH,Criminal Law; Litigation,1996,222,(567) 359-6917,https://eu8k09.attorney,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000664,King Legal Services,Huber Heights,Montgomery,OH,Visa Matters,2009,37,(740) 926-9255,https://ke5zahm19l.legal,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000665,Stewart Associates,Lima,Allen,OH,Medical Malpractice; Probate,1980,19,(937) 653-3449,,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000666,Graves & Miller Partners,Hamilton,Butler,OH,Estate Planning; Divorce; Real Estate; Debt Relief,2013,47,(216) 296-8541,https://6m4kx6c3dw.lawyers,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000667,"Taylor, Campbell & Sutton",Chillicothe,Ross,OH,Intellectual Property,1972,187,(330) 869-3124,https://4t4qkoo.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000668,Edwards & Brown Law Group,Delaware,Delaware,OH,Trial Law,2018,236,(330) 499-5654,https://pwouqx2fhp.law,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000669,Bennett & Morgan Law Group,Toledo,Lucas,OH,Education Law; Tax Law; Insurance Law; Criminal Law,2012,249,(330) 916-7644,https://fso9aci2.lawyers,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000670,Peterson Law Firm,Sandusky,Erie,OH,Workers Compensation; Probate; Product Liability; Corporate Law,1971,15,(380) 280-9976,https://bb4a3rqm7i.attorney,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000671,"Rogers, Mathis & Collins",Medina,Medina,OH,Government Relations; Healthcare Law; Probate,1972,35,(419) 663-4668,https://7fywha3k1.lawyers,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000672,Shaffer & Hernandez Associates,Kettering,Montgomery,OH,Estate Planning; Real Estate; Divorce; Criminal Law,1993,235,(216) 214-4964,,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000673,Martinez & Medina LLP,Delaware,Delaware,OH,Real Estate,1972,70,(419) 852-4376,https://3kbzhgehgm.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000674,"Peterson, Stewart & Graves",Warren,Trumbull,OH,Real Estate; Medical Malpractice; Litigation; Family Law,2007,189,(216) 584-6457,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000675,Anderson & Edwards Associates,Portsmouth,Scioto,OH,Corporate Law,2018,122,(740) 512-6863,https://jc13b8.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000676,Lee & Rice Attorneys,Trotwood,Montgomery,OH,Intellectual Property,2000,18,(740) 496-7467,https://gddpnye4r.law,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000677,Peterson LLP,Mount Vernon,Knox,OH,Litigation; Personal Injury; Traffic Law,2003,226,(513) 681-4126,https://9i872.attorney,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000678,Williams & Harris PLLC,Mansfield,Richland,OH,Traffic Law; Nonprofit Law; Tax Law,1969,82,(740) 409-1619,https://32u1ct.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000679,Phillips & Martin Associates,Blendon,Franklin,OH,Custody; Energy Law,2002,232,(513) 619-6103,,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000680,Brown & Peterson Law Firm,Xenia,Greene,OH,Energy Law; Debt Relief; Product Liability; Intellectual Property,2014,249,(567) 475-3042,https://4z1vtt96x.law,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000681,Stewart Law Firm,Zanesville,Muskingum,OH,Debt Relief,2010,3,(330) 418-1178,https://gjpw68wxba.lawyers,Ohio State Bar Public Directory,Small Firm (2-10),ACTIVE
OH-000682,"Morris, Parker & Martin",Toledo,Lucas,OH,Securities Law,1988,34,(419) 849-9946,https://hu0r57d.lawyers,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000683,Mathis Associates,Euclid,Cuyahoga,OH,Contract Law; Construction Law,1980,180,(380) 212-4044,https://tq464pqcih.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000684,Lindsey Legal Group,Lima,Allen,OH,Real Estate; HR Compliance; Energy Law,1976,146,(937) 837-2087,https://e1hc9.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000685,Gutierrez Legal Group,Marietta,Washington,OH,Real Estate; Trusts; White Collar Crime; Product Liability,1969,102,(614) 548-1872,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000686,Walker & Wright Law Firm,Lima,Allen,OH,Business Formation; Environmental Law,1968,227,(330) 576-6022,https://c6dgjera.law,Ohio State Bar Public Directory,National (200+),ACTIVE
